,Department,Project_Name,Scope_Of_Work,PM_Department,Project_Status,Neighborhood,Authorization_Existing,Authorization_FY,Authorization_Future, Grant_Existing , Grant_FY , Grant_Future ,GO_Expended,Capital_Year_0, CapitalYear_1 ,Capital_Year_25,Grant_Expended,Grant_Year_0, Grant_Year_1 ,GrantYear_25,External_Funds,Total_Project_Budget
10,1,RLFMP Pier 6,develop design plans for the replacement of the pier 6 steel bulkhead,Boston Planning and Development Agency,In Design,South Boston,400000,0,0,0,0,0,183297,50000,166703,0,0,0,0,0,0,400000.0
11,1,RLFMP Resiliency Improvements,climate resilience improvements at the raymond flynn marine park,Boston Planning and Development Agency,In Design,South Boston,2075000,1000000,0,0,0,0,160217,70000,125000,2719783,0,0,0,0,0,3075000.0
12,2,Central Library: McKim Fire Panel,upgrade the mckim building fire panel,Public Facilities Department,In Design,Back Bay,1000000,2100000,0,0,0,0,21630,100000,2000000,978370,0,0,0,0,0,3100000.0
13,2,Chinatown Branch Library,design and construct a new branch library that supports the needs of the neighborhood and reflects the boston public librarys compass principles,Public Facilities Department,In Design,Chinatown,6000000,16000000,0,0,0,0,0,80000,100000,21820000,0,0,0,0,0,22000000.0
14,2,Codman Square Branch Library Study,conduct a facility assessment and develop a building program that reflects the bpls compass principles and supports the needs of the neighborhood design and construct a new branch library,Public Facilities Department,To Be Scheduled,Dorchester,3100000,23200000,0,0,0,0,67401,330000,1750000,24152599,0,0,0,0,0,26300000.0
15,2,Faneuil Branch Library,library branch improvements consistent with the bpls compass principles and based on the completed programming study which calls for improved accessibility interior renovations and refurbishment as well as a building addition,Public Facilities Department,In Construction,Allston/Brighton,14000000,0,0,0,0,0,3827552,7000000,2172448,1000000,0,0,0,0,0,14000000.0
16,2,Fields Corner Branch Library,design and construct a new branch library that supports the needs of the neighborhood and reflects the boston public librarys compass principles,Public Facilities Department,In Design,Dorchester,3105000,27795000,0,0,0,0,78583,200000,2500000,28121417,0,0,0,0,0,30900000.0
17,2,North End Branch Library,assess the existing interior and exterior physical conditions and systems according to how ably the branch can accomplish the compass principles develop and implement an improvement plan,Public Facilities Department,To Be Scheduled,North End,865000,0,610000,0,0,0,4183,0,0,1470817,0,0,0,0,0,1475000.0
18,2,Research Collections Preservation and Storage Plan,a planning study for the storage preservation and security of the bpls research collections,Boston Public Library,Study Underway,Citywide,300000,0,0,0,0,0,0,100000,200000,0,0,0,0,0,0,300000.0
19,2,South End Branch Library Study,this project will conduct a facility assessment review neighborhood goals develop an updated building program that reflects the bpls strategic vision supporting the future needs of the neighborhood and support additional interior improvements,Public Facilities Department,In Design,South End,250000,750000,0,0,0,0,0,50000,200000,750000,0,0,0,0,0,1000000.0
20,2,Upham's Corner Library,design and construct a new branch library that supports the needs of the neighborhood and reflects the boston public librarys compass principles,Public Facilities Department,To Be Scheduled,Dorchester,5250000,0,12730000,0,0,0,0,0,0,17980000,0,0,0,0,0,17980000.0
21,3,Accreditation Improvements at Various Schools,renovate or make building improvements necessary to meet or maintain school building accreditation standards,Boston Public Schools,Annual Program,Citywide,3000000,0,1000000,0,0,0,709284,500000,750000,2040716,0,0,0,0,0,4000000.0
22,3,Adams School Roof and Masonry,replace roof and repair parapet masonry,Public Facilities Department,In Construction,East Boston,1090051,0,0,0,0,0,47665,1042386,0,0,0,0,0,0,0,1090051.0
23,3,Bathroom Renovations at Various Schools,upgrade bathrooms at various schools including fixtures flooring partitions lighting and paint,Boston Public Schools,In Construction,Citywide,25000000,10000000,0,0,0,0,2559279,2500000,18500000,11440721,0,0,0,0,0,35000000.0
24,3,Blackstone School Renovation,study and design of major renovations to the blackstone school,Public Facilities Department,To Be Scheduled,South End,600000,19400000,0,0,0,0,0,0,400000,19600000,0,0,0,0,0,20000000.0
25,3,Brighton High School Locker Rooms,renovate locker rooms,Public Facilities Department,In Construction,Allston/Brighton,4100000,0,0,0,0,0,164442,3165558,400000,370000,0,0,0,0,0,4100000.0
26,3,BPS: 21st Century Schools Fund,acquire new school furniture and technology to promote 21st century learning,Boston Public Schools,Annual Program,Citywide,4103029,0,0,0,0,0,293151,1300000,300000,2209878,0,0,0,0,0,2082500.0
27,3,BPS: Capital Maintenance,core maintenance work in various schools including electrical hvac masonry and window repairs,Boston Public Schools,Annual Program,Citywide,15460150,0,0,0,0,0,207206,500000,5000000,9752944,0,0,0,0,0,2082500.0
28,3,BPS: MSBA ARP Reserve,reserve for future msba accelerated repair program projects,Public Facilities Department,Annual Program,Citywide,0,0,12405592,0,0,0,0,0,0,12405592,0,0,0,0,0,2082500.0
29,3,BPS: Reserve for Future Projects,reserve for future and current bps projects,Public Facilities Department,Annual Program,Citywide,2619295,12380705,0,0,0,0,41323,100000,0,14858677,0,0,0,0,0,2082500.0
30,3,Bus Monitor Technology,purchase and install bus monitor technology to enhance transportation planning and operations,Boston Public Schools,To Be Scheduled,Citywide,100000,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,2082500.0
31,3,Bus Navigation System,purchase and install onboard guidance and navigation system for school buses,Boston Public Schools,To Be Scheduled,Citywide,1345805,0,0,0,0,0,0,0,0,1345805,0,0,0,0,0,2082500.0
32,3,Carter School,conduct a feasibility study and develop schematic design plans in conjunction with the msba that include spaces for beneficial and critical instructional activities including aquatic physical creative arts and multisensory therapies,Public Facilities Department,In Construction,South End,65730795,0,8000000,26235737,0,0,2902594,4000000,45000000,21828201,971865,1000000,15000000,9263872,0,2082500.0
33,3,Curley K-8 School,rebuild exterior bridge and walkway that connects the two school buildings replace doors install lighting and add an accessible toilet room,Public Facilities Department,In Construction,Jamaica Plain,3000000,0,0,0,0,0,1082360,1917640,0,0,0,0,0,0,0,2082500.0
34,3,Drinking Water Upgrades at Various Schools,upgrade plumbing and fixtures to expand the availability of drinking water at various schools,Boston Public Schools,In Construction,Citywide,10360000,0,0,0,0,0,55991,125000,2000000,8179009,0,0,0,0,0,2082500.0
35,3,Edwards School Renovation,design and full renovation of building for use by the horace mann school,Public Facilities Department,To Be Scheduled,Charlestown,500000,0,0,0,0,0,0,0,0,500000,0,0,0,0,0,500000.0
36,3,Entryway Improvements at Various Schools,improve entryways to create a more welcoming calm and safe environment including upgrades to security doors lighting and wayfinding at various schools,Boston Public Schools,In Construction,Citywide,2000000,3000000,0,0,0,0,0,200000,2000000,2800000,0,0,0,0,0,5000000.0
37,3,Fire Systems at Various Schools,upgrade or replace fire alarms andor fire protection systems at various schools,Boston Public Schools,To Be Scheduled,Citywide,1000000,0,1500000,0,0,0,0,0,1250000,1250000,0,0,0,0,0,2500000.0
38,3,Food and Nutritional Services Technology,purchase and install point of sale system for food services at all schools,Boston Public Schools,Implementation Underway,Citywide,740000,0,0,0,0,0,611531,128469,0,0,0,0,0,0,0,740000.0
39,3,Grade K-6 School Conversions Phase 1,interior renovations to facilitate k6 conversions at various schools including addingremoving walls installing lockers and relocating offices,Boston Public Schools,In Construction,Citywide,975000,0,0,0,0,0,319411,655589,0,0,0,0,0,0,0,975000.0
40,3,Henderson Inclusion Lower School Windows,replace windows add fire sprinklers and make accessibility improvements,Public Facilities Department,In Construction,Dorchester,10728239,0,0,0,0,0,2935298,4000000,3792941,0,0,0,0,0,0,10728239.0
41,3,Horace Mann School Relocation,infrastructure improvements associated with relocation to accommodate specialized programmatic needs for students with hearing impairments,Public Facilities Department,In Construction,Charlestown,35900000,5700000,0,0,0,0,1128869,1500000,16000000,22971131,0,0,0,0,0,41600000.0
42,3,Josiah Quincy Upper School,design and construct a new facility for the josiah quincy upper school the msba will partner with the city in the development and funding of this new school,Public Facilities Department,In Construction,Chinatown,156515501,0,0,67075966,0,0,20718624,30000000,87000000,18796877,14244625,4000000,35000000,13831341,0,223591467.0
43,3,Mandela Athletic Complex Locker Rooms,renovate womens locker rooms for madison park technical vocational high school and the obryant school of mathematics and science,Public Facilities Department,In Construction,Roxbury,8030325,0,0,0,0,0,1152487,500000,3000000,3377838,0,0,0,0,0,8030325.0
44,3,Madison Park TVHS Electrical Improvements,electrical upgrades at madison park technical vocational high school,Public Facilities Department,In Construction,Roxbury,6000000,0,0,0,0,0,2823122,1776878,200000,1200000,0,0,0,0,0,6000000.0
45,3,Mattahunt School,safety upgrades at the mattahunt elementary school and exterior lighting work at the bcyf center walkwayentrance,Public Facilities Department,In Design,Mattapan,1020000,0,3165000,0,0,0,0,100000,600000,3485000,0,0,0,0,0,4185000.0
46,3,Quincy School Exterior Upgrades,repair masonry and replace roof windows and exterior doors,Public Facilities Department,In Design,Chinatown,21780705,0,0,0,0,0,318488,1000000,10000000,10462217,0,0,0,0,0,21780705.0
47,3,Radiator Covers at Various Schools,replace radiator covers at various schools,Boston Public Schools,Implementation Underway,Citywide,1368000,1632000,0,0,0,0,269896,300000,500000,1930104,0,0,0,0,0,3000000.0
48,3,ARP 2019: Roofs and Boilers at 3 Schools,replace boiler at the lyon school and roofs at the mel king academy k12 and curley k8 schools in conjunction with the msba accelerated repair program,Public Facilities Department,In Construction,Multiple Neighborhoods,3527867,0,0,3922740,0,0,2246324,500000,781543,0,2149278,750000,1023462,0,0,7450607.0
49,3,School Yard Improvements,design and construct school yard improvements including new play structures safety surfacing and landscaping,Public Facilities Department,Annual Program,Citywide,4074650,2400000,0,0,0,0,1268625,200000,1000000,4006025,0,0,0,0,0,6474650.0
50,3,Security Related Improvements at Various Schools II,securityrelated improvements at various schools including installing or upgrading pa and alarm systems,Boston Public Schools,Annual Program,Citywide,3490000,0,0,0,0,0,0,1000000,1500000,990000,0,0,0,0,0,3490000.0
51,3,UP Academy Dorchester,replace unit ventilators,Public Facilities Department,In Construction,Dorchester,4600000,0,0,0,0,0,151705,248295,1200000,3000000,0,0,0,0,0,4600000.0
52,4,Core Technology Infrastructure,install hardware platforms to run applications supporting city business scope includes equipment refresh for dwdm and bonet equipment refresh voip firewall modernization sql environment recovery and 700 mhz radio equipment and firmware,Department of Innovation and Technology,Annual Program,Citywide,12669773,0,0,0,0,0,1654975,1500000,4100000,5414798,0,0,0,0,0,12669773.0
53,4,Cyber Security and Resiliency,implement solutions to manage and mitigate cyber security risks,Department of Innovation and Technology,Annual Program,Citywide,8668049,2000000,0,0,0,0,3513153,1000000,5000000,1154896,0,0,0,0,0,10668049.0
54,4,Data Analytics,invest in data analytic tools technologies and processes to empower datadriven management,Department of Innovation and Technology,Annual Program,Citywide,4765516,4365649,0,0,0,0,2230994,750000,2000000,4150171,0,0,0,0,0,9131165.0
55,4,Digital Service Delivery and Engagement,implement digital technology solutions that better engage residents with government,Department of Innovation and Technology,Annual Program,Citywide,8433296,0,978609,0,0,0,3048232,600000,1000000,4763673,0,0,0,0,0,9411905.0
56,4,Enterprise Applications,identify and procure enterprise business applications that enhance productivity and improve city business operations,Department of Innovation and Technology,Annual Program,Citywide,27000000,0,0,0,0,0,14220398,1000000,3500000,8279602,0,0,0,0,0,27000000.0
57,5,Emergency Operations Center,a programming and siting study for the development of an emergency operations center,Public Facilities Department,To Be Scheduled,Citywide,1500000,0,0,0,0,0,0,0,0,1500000,0,0,0,0,0,1500000.0
58,6,Climate Ready Boston Harbor Study,support the development of a study that will examine the feasibility of measures along and within the boston harbor to reduce vulnerability of coastal flooding due to sea level rise caused by climate change,Environment Department,Study Underway,Multiple Neighborhoods,2000000,0,0,0,0,0,0,500000,1500000,0,0,0,0,0,3000000,5000000.0
59,6,Climate Ready Boston Phase 3,climate resilience planning for city neighborhoods and municipal facilities affected by climate change,Environment Department,To Be Scheduled,Citywide,991720,0,0,0,0,0,0,0,250000,741720,0,0,0,0,0,991720.0
60,6,Climate Resilience Reserve,reserve for climate resilient capital investments,Environment Department,Annual Program,Citywide,4955500,0,0,0,0,0,624871,0,1000000,3330629,0,0,0,0,0,4955500.0
61,6,Energy Efficiency Design Services,design services to enhance the energy efficiency of municipal capital assets,Environment Department,Implementation Underway,Citywide,325000,0,175000,16774,0,0,103685,150000,237690,8625,8625,0,0,8149,0,516774.0
62,6,Exterior Lighting Energy Performance,identify energy retrofit project opportunities for city owned light fixtures,Environment Department,To Be Scheduled,Citywide,10000000,0,0,1200000,0,0,0,0,2000000,8000000,0,0,400000,800000,0,11200000.0
63,6,Renew Boston Trust Phase 2,identify energy retrofit project opportunities in city owned buildings that are selffinanced by future energy savings the city will implement the program through contracts with energy service companies escos that will guarantee the energy savings,Public Facilities Department,In Construction,Citywide,20926000,0,0,415159,0,0,16930970,3500000,495030,0,369847,45312,0,0,0,21341159.0
64,6,Renew Boston Trust Phase 3,identify energy retrofit project opportunities in city owned buildings that are selffinanced by future energy savings the city will implement the program through contracts with energy service companies escos that will guarantee the energy savings,Public Facilities Department,In Construction,Citywide,65000000,50000000,0,1249014,0,6000000,0,9000000,10000000,96000000,0,1000000,1500000,4749014,0,122249014.0
65,7,Engine 17,design and construct a new fire station,Public Facilities Department,In Construction,Dorchester,30000000,0,0,0,0,0,2089916,2500000,14000000,11410084,0,0,0,0,0,30000000.0
66,7,Engine 3,design and construct a new fire station,Public Facilities Department,In Design,South End,3000000,0,0,0,0,0,0,100000,1500000,1400000,0,0,0,0,0,3000000.0
67,7,Engine 37,design and construct a new fire station,Public Facilities Department,To Be Scheduled,Fenway-Kenmore,2390000,0,610000,0,0,0,0,0,0,3000000,0,0,0,0,0,3000000.0
68,7,Fire Equipment FY24,purchase new fire apparatus for fy24 including three pumper trucks two ladder trucks and one tower ladder truck,Boston Fire Department,Annual Program,Citywide,4550000,1200000,0,0,0,0,0,0,5750000,0,0,0,0,0,0,5750000.0
69,7,Fire Headquarters,building renovations at the boston fire department headquarters including a new roof and the installation of sprinklers and an updated fire alarm system accessibility improvements are also planned,Public Facilities Department,In Construction,Roxbury,6195000,0,0,0,0,0,126920,100000,3100000,2868080,0,0,0,0,0,6195000.0
70,7,Fire Radio System Upgrades,design and implementation of upgrades to the fire radio system,Boston Fire Department,Implementation Underway,Citywide,46000000,0,0,0,0,0,8335690,10000000,10800000,16864310,0,0,0,0,0,46000000.0
71,7,Moon Island Seawall,design for infrastructure improvements to seawall adjacent to the fire department training academy,Public Facilities Department,In Design,Harbor Islands,2800000,13000000,0,0,0,0,22346,150000,2500000,13127654,0,0,0,0,0,15800000.0
72,8,Housing Infrastructure Fund,investment in infrastructure to support affordable housing development,Mayor's Office of Housing,Annual Program,Citywide,5000000,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,5000000.0
73,9,Percent for the Arts,one percent of the citys annual planned bond issuance is designated for the commissioning of permanent public art in municipal spaces site selection will be coordinated with projects in the capital plan,Office of Arts and Culture,Annual Program,Citywide,13450000,4400000,0,0,0,0,1740350,500000,1000000,14609650,0,0,0,0,0,17850000.0
74,10,Innovation Fund,work across departments to deploy innovative improvements on streets online and in schools using technology and cutting edge design,Office of New Urban Mechanics,Annual Program,Citywide,200000,0,0,0,0,0,0,0,50000,150000,0,0,0,0,0,200000.0
75,11,Animal Shelter,develop a building program and assess siting options,Public Facilities Department,In Design,Roxbury,5100000,0,0,0,0,0,49679,0,1500000,3550321,0,0,0,0,0,5100000.0
76,11,Artificial Turf Replacement,annual program to replace artificial turf fields high priority projects include charlestown high school saunders stadium at moakley park and multipurpose fields at east boston memorial park,Parks and Recreation Department,Annual Program,Citywide,6500000,2500000,0,0,0,0,2137146,1000000,2500000,3362854,0,0,0,0,250000,9250000.0
77,11,Back Bay Fens Pathways,rehabilitate pathways at the back bay fens to improve accessibility and site conditions,Parks and Recreation Department,In Design,Fenway-Kenmore,7500000,0,0,0,0,0,0,250000,500000,6750000,0,0,0,0,0,7500000.0
78,11,Billings Field,design a comprehensive park renovation including fields courts and other park infrastructure,Parks and Recreation Department,In Design,West Roxbury,4200000,0,0,0,0,0,0,75000,275000,3850000,0,0,0,0,0,4200000.0
79,11,Boston Common Master Plan,develop a master plan to bring the nations oldest public park to the level of excellence commensurate with its historical importance and use by the citys residents and visitors,Parks and Recreation Department,Implementation Underway,Beacon Hill,0,0,0,22550000,0,0,0,0,0,0,823432,90000,100000,21536568,0,22550000.0
80,11,Boston Common Tadpole Play Lot,revitalize the boston common playground including new play equipment safety surfacing and site furnishings,Parks and Recreation Department,In Design,Beacon Hill,1000000,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,1000000.0
81,11,Bussey Brook Meadow Trail at Arnold Arboretum,repair and extension of walking paths wetland habitat restoration and improvements to bussey brook flood retention capacity,Parks and Recreation Department,To Be Scheduled,Jamaica Plain,600000,0,0,0,0,0,0,0,25000,575000,0,0,0,0,0,600000.0
82,11,Bynoe Park,upgrades to play equipment,Parks and Recreation Department,In Construction,Roxbury,1120000,0,0,0,0,0,49243,260000,810757,0,0,0,0,0,0,1120000.0
83,11,Ceylon Park,design of park improvements including upgrades to artificial turf sports lighting basketball court playgrounds splash pad spectator seating and accessibility,Parks and Recreation Department,In Design,Roxbury,500000,3600000,0,0,0,0,0,0,100000,4000000,0,0,0,0,0,4100000.0
84,11,Christopher Columbus Park,playground renovation including play structure safety surfacing fencing lighting site furnishings pathway repairs drainage signage and green infrastructure to mitigate future sea level rise,Parks and Recreation Department,To Be Scheduled,North End,3500000,0,0,0,0,0,0,0,0,3500000,0,0,0,0,0,3500000.0
85,11,Clarendon Street Playground,upgrade play equipment,Parks and Recreation Department,In Design,Back Bay,1730000,0,0,0,0,0,80510,250000,1000000,399490,0,0,0,0,0,1730000.0
86,11,Codman Square,implementation of redesign of codman square park,Parks and Recreation Department,In Design,Dorchester,640000,0,0,0,0,0,4485,50000,500000,85515,0,0,0,0,1170000,1810000.0
87,11,Commonwealth Avenue Mall: Kenmore Block,design for improvements to pathways site furnishings utilities storm water infrastructure irrigation and plantings,Parks and Recreation Department,In Design,Fenway-Kenmore,250000,0,0,0,0,0,0,50000,150000,50000,0,0,0,0,0,250000.0
88,11,Copley Square Park,complete park redesign to optimize resiliency to high traffic events and stormwater,Parks and Recreation Department,In Construction,Back Bay,18850000,0,0,0,0,0,698743,800000,8000000,9351257,0,0,0,0,0,18850000.0
89,11,Coppens Square,design and construction of park improvements including replacement of the mayor theodore lyman fountain that was removed in 1951,Parks and Recreation Department,In Design,Dorchester,1475000,0,0,0,0,0,0,0,250000,1225000,0,0,0,0,0,1475000.0
90,11,Crawford Street Playground,design for a comprehensive park improvement including play area little league field and passive areas,Parks and Recreation Department,In Construction,Roxbury,1800000,0,0,0,0,0,85120,100000,250000,1364880,0,0,0,0,0,1800000.0
91,11,Cutillo Park,design for a comprehensive park renovation including drainage play lot courts passive areas pathways landscaping site furnishings and infrastructure,Parks and Recreation Department,In Construction,North End,2000000,0,0,0,0,0,118463,250000,1631537,0,0,0,0,0,0,2000000.0
92,11,Daisy Field at Olmsted Park,park renovation including two softball fields pathways and led sports lighting,Parks and Recreation Department,In Design,Jamaica Plain,1140000,0,0,0,0,0,9338,50000,150000,930662,0,0,0,0,0,1140000.0
93,11,Dudley Town Common,improvements to dudley town common to support the use of this neighborhood common for gathering and civic uses,Parks and Recreation Department,In Design,Roxbury,972000,0,298000,0,0,0,6545,50000,250000,963455,0,0,0,0,0,1270000.0
94,11,Mary Ellen Welch Greenway,design of comprehensive park improvements including sea level rise mitigation stormwater management upgrades improvements to pathways furnishings plantings and murals,Parks and Recreation Department,In Design,East Boston,3300000,0,0,0,0,0,0,0,50000,3250000,0,0,0,0,0,3300000.0
95,11,Field Lights at Various Parks,upgrade park field lights at various locations including hemenway park and fallon field,Parks and Recreation Department,Annual Program,Citywide,2700000,0,0,0,0,0,69050,0,200000,2430950,0,0,0,0,0,2700000.0
96,11,Flaherty (William F.) Playground,upgrade play lot,Parks and Recreation Department,In Design,Jamaica Plain,1930000,0,0,0,0,0,49571,250000,1630429,0,0,0,0,0,0,1930000.0
97,11,Fort Point Channel Park,design and implementation of a signature climate resilient waterfront park along the fort point channel federal funding is anticipated,Parks and Recreation Department,To Be Scheduled,South Boston,10000000,0,0,0,0,10000000,0,500000,700000,8800000,0,250000,300000,9450000,0,20000000.0
98,11,Franklin Park Master Plan,consistent with the goals of imagine boston 2030 develop a master plan that will enhance historic franklin park as a keystone park in the geographical heart of the city,Parks and Recreation Department,Implementation Underway,Multiple Neighborhoods,0,0,0,22750000,0,0,0,0,0,0,1049602,325000,250000,21125398,0,22750000.0
99,11,General Parks Improvements,replace fencing pavement court lighting and other infrastructure improvements needed,Parks and Recreation Department,Annual Program,Citywide,2650000,1350000,0,0,0,0,699666,1000000,1000000,1300334,0,0,0,0,0,4000000.0
100,11,Justice Gourdin Veterans Memorial Park,major park renovation including pathways walls plazas ada improvements and landscaping,Parks and Recreation Department,In Construction,Roxbury,1455000,0,0,0,0,0,487047,967953,0,0,0,0,0,0,0,1455000.0
101,11,Malcolm X Park,design and construction of a comprehensive park renovation excluding fields which were recently renovated,Parks and Recreation Department,In Construction,Roxbury,7125000,1150000,0,750000,0,0,611594,3500000,4000000,163406,0,200000,450000,100000,2000000,11025000.0
102,11,McGann Playground,upgrade play lot,Parks and Recreation Department,In Design,Hyde Park,765000,280000,0,0,0,0,55841,75000,700000,214159,0,0,0,0,0,1045000.0
103,11,McKinney Playground,partial implementation of the master plan including ball field renovations and pathway improvements,Parks and Recreation Department,In Design,Allston/Brighton,1010000,1000000,0,0,0,0,45000,75000,300000,1590000,0,0,0,0,750000,2760000.0
104,11,Millennium Park,design and construction of play lot improvements pathway repaving and installation of modular bathroom facilities,Parks and Recreation Department,In Construction,West Roxbury,5275000,0,0,0,0,0,206064,3500000,1568936,0,0,0,0,0,0,5275000.0
105,11,Moakley Park,implementation of master plan for moakley park this project will redesign the park including climate resilience features to mitigate flood risk,Parks and Recreation Department,In Design,South Boston,7200000,30659765,0,1500000,0,10987200,3402115,900000,1500000,32057650,1500000,0,0,10987200,0,50346965.0
106,11,Mother's Rest at Four Corners,design for comprehensive park improvements including play area and passive areas,Parks and Recreation Department,In Design,Dorchester,1610000,170000,0,0,0,0,113901,100000,1400000,166099,0,0,0,0,0,1780000.0
107,11,Odom Serenity Garden,design park improvements in conjunction with dnd for a park named in memory of steven p odom,Parks and Recreation Department,In Design,Dorchester,50000,0,0,0,0,0,23705,26295,0,0,0,0,0,0,500000,550000.0
108,11,Park Planning Studies,planning and related landscape design services including capital phasing plans development of standard details and specifications and miscellaneous planning services,Parks and Recreation Department,Annual Program,Citywide,332383,0,0,0,0,0,39050,0,100000,193333,0,0,0,0,0,332383.0
109,11,Penniman Road Play Area,design for a comprehensive park renovation including drainage play lot courts passive areas pathways landscaping site furnishings and infrastructure,Parks and Recreation Department,To Be Scheduled,Allston/Brighton,2050000,0,0,0,0,0,0,0,100000,1950000,0,0,0,0,270000,2320000.0
110,11,Peters Park Ballfield,address drainage issues on little league field,Parks and Recreation Department,In Design,South End,500000,0,0,0,0,0,0,0,250000,250000,0,0,0,0,0,500000.0
111,11,Ramsay Park Ballfield,ball field renovations including irrigation site utilities seating backstop fencing and site furnishings,Parks and Recreation Department,In Design,South End,920000,650000,0,0,0,0,0,40000,300000,1230000,0,0,0,0,0,1570000.0
112,11,Ryan Play Area,design for a comprehensive park improvements including play area and passive areas,Parks and Recreation Department,In Construction,Dorchester,1470000,0,0,0,0,0,143673,750000,576327,0,0,0,0,0,0,1470000.0
113,11,Ryan Playground,design for a comprehensive park improvements to ball fields playground basketball court parking area harbor walk lighting and green infrastructure to mitigate future sea level rise caused by climate change,Parks and Recreation Department,In Design,Charlestown,11800000,6200000,0,0,0,0,121479,400000,6000000,11478521,0,0,0,0,1000000,19000000.0
114,11,Safety Surfacing Replacement,upgrade and replace safety surfacing at various city parks,Parks and Recreation Department,Annual Program,Citywide,2000000,0,0,0,0,0,317400,88600,500000,1094000,0,0,0,0,0,2000000.0
115,11,Sports Lighting Replacement,annual program for replacing sports lighting high priority projects include christopher lee playground and clifford playground,Parks and Recreation Department,Annual Program,Citywide,1000000,2600000,0,0,0,0,899917,80000,500000,2120083,0,0,0,0,0,3600000.0
116,11,Titus Sparrow Park,improve the playground renovate the tennis and basketball courts,Parks and Recreation Department,In Design,South End,220000,1760000,0,0,0,0,49203,80797,1300000,550000,0,0,0,0,0,1980000.0
117,11,Walnut Park Play Area,upgrade play lot,Parks and Recreation Department,In Construction,Roxbury,1340000,0,0,0,0,0,96844,250000,750000,243156,0,0,0,0,0,1340000.0
118,11,Winthrop Playground,design of comprehensive park renovation including play equipment splash pad stairs lighting basketball and tennis court,Parks and Recreation Department,In Construction,Roxbury,3000000,0,0,400000,0,0,22392,400000,2000000,577608,0,100000,300000,0,0,3400000.0
119,12,Communications Infrastructure Upgrades,design and implementation of upgrades to the police radio system,Boston Police Department,Implementation Underway,Citywide,53794000,0,0,0,0,0,45692129,2500000,5601871,0,0,0,0,0,0,53794000.0
120,12,District B-3 Station Study,programming study to evaluate space requirements for the district b3 station,Public Facilities Department,To Be Scheduled,Mattapan,100000,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,100000.0
121,12,District E-18 Station Study,programming study to evaluate space requirements for the district e18 station,Public Facilities Department,To Be Scheduled,Hyde Park,100000,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,100000.0
122,12,Evidence/Archives/Central Supply Study,program and siting study for new facility to house evidence management archives and central supply functions,Public Facilities Department,To Be Scheduled,Citywide,75000,0,0,0,0,0,0,0,0,75000,0,0,0,0,0,75000.0
